image_url,class,label:confidence
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a43/76f/a4376f629bc2d76bc11d2ce6df272b4f.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/da9/193/da9193a55e7b66dff3c4f13728ad56d.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/80a/278/80a278ba1be95fc341e7b1d1c4d2d245.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d47/a54/d47a546e426972cde238da69184e7a57.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e4d/394/e4d394459bbbb8c38e5783b8f1e9ed8.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f51/f84/f51f845d3ff56de19aba62da2cc30ce.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f2c/0c8/f2c0c81f679e3fbe68cf08f83b9d12.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f0c/871/f0c871f3a86211ada8bae33bdc04cd2.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/3b7/a82/3b7a82da6ce3065f9ae76fbe05f2e40.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/bb6/353/bb63534cfb75a49012573ec6ff7a10a8.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a6e/681/a6e6818ed0f0ed5f427d59b34c4fd4.jpg,Cross-country skiing,0.6628
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f05/11d/f0511d5515257b84a4b2c80e9f9ecc.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/abe/918/abe9186756b333e149c6d193de7c7fd.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6ac/b97/6acb976573a3194834e11777918f96.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e3b/971/e3b9712b611830b841553dabd8d714e.jpg,Formula racing,0.6665
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/af4/e13/af4e1398a2c678fa358d1620d747b9f0.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ec1/f48/ec1f485eecce152ea2c841e71fea14d.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4bc/15e/4bc15ef249564ce846e621d49df4ba8.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/196/9d2/1969d2e8662422d591d689ed979cb.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ee2/243/ee224398887957e2ccc26de9ea9611c.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/32c/a17/32ca175faf5dc9f9f293db8c525d332.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/75c/8ca/75c8ca380e79941eec32aa9a7d6af5.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/223/f82/223f8222f7822bf59b43e5d4f9cc965.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b82/564/b8256475b0e68884fdd2b2a1d502b4e.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/615/673/61567389ba3c31536659e7623b41a9.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/213/854/213854ac5dacf8ac1ab454eb5625d63.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8ab/bfb/8abbfb8638aca8ebdd58da88f3a68e.jpg,Cross-country skiing,0.5024
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/583/a93/583a939d193b7d5b0a66635e11b6.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eff/789/eff789b8932ded1389e1675439d8ac.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/51c/f32/51cf32f76e591ef4df31387301b8e4d.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d57/db2/d57db2ed1745543591e957bcec74e34.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/df2/d22/df2d22dfcaebae69769f3b5ed69ffee.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/83a/eda/83aeda39d1a898f27bc405b5aea78f.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/298/d8c/298d8c28c1d0ac3c961a6ed7b416629.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cc7/226/cc72262448904a977321c1dc882779df.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1f9/65b/1f965b9f515a28dca167c75a9dace43.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/755/915/755915c7d31e5df1412f7092984efb.jpg,Formula racing,0.6745
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ba7/11f/ba711f9a818a4d711b4c0da5ce8c21.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/682/fa0/682fa05cb8ec44871bf52c1ffdece45c.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d29/5d4/d295d455a4beacc2266a6f46248976c.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e07/d4c/e07d4cddb58589deb6386b117c15846c.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/21e/667/21e667cb9acd918ce4abfa9b3f7c2262.jpg,Cross-country skiing,0.6601
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/afa/4e0/afa4e02c544b977ba5fea2a668bf7e2.jpg,Cross-country skiing,0.6665
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b40/939/b409399844228d2ac86942f5e705.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c97/5be/c975be47cd1ae1b23c577377d5e454.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/aa4/6fb/aa46fbc19f9d5ef7b107d12893f7d49.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/55b/2aa/55b2aabc780e21db3db3f42a1f9a5c.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/626/78d/62678de89eda3bd47f73de9e6509875.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/965/b4f/965b4fb1d9e3f51dbde3f3a3ff214b.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cd1/395/cd1395f3dbe743cd3bcfcbb678b785b.jpg,Formula racing,0.6626
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/912/84f/91284fea38707986832ef324af99c2a2.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a92/624/a92624d88ebf585bf72f216362ba68a.jpg,Formula racing,0.6704
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cbb/068/cbb068549f274d23cc351d18237ac66c.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/421/8d5/4218d597edf3d2dd38c9415ae39843.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/3b3/096/3b3096436adcb6bb695a3beda9f1e37.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/513/cdd/513cdd9ffb260b53997d823f542a4d.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/db6/920/db692095995bcf63f7c49aff1ab6e128.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7fd/3e5/7fd3e5cc876eb4e4a4cfed63a77da1.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6f9/de8/6f9de8aab3a3ff3892576cd612ecb77d.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/2ca/15d/2ca15d4eab7dbcc80d6832c6db30cc.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6c0/a7a/6c0a7adc89444a7d452224764d278f8.jpg,Formula racing,0.6921
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b41/3df/b413df71af9def6d38a3551eee561a.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a13/f7b/a13f7b33ffcefaf24d147ec8376557.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c3f/1fc/c3f1fcfed7defffca7df889039538c8d.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/576/b40/576b401b214b77dc8167c68233c987b7.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/2ec/bbf/2ecbbfbcdeb788d81078c0ac68f21f55.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/423/8c8/4238c8f0747f70b7fc33581112e7e71b.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/80b/32f/80b32fb89a745a4a0e195c8e0a679f1.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1f3/dc4/1f3dc4602c76d1b4d59faadf6ce099ec.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/487/cdc/487cdc46e579ba5bb9b3593cc0fe.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/89c/37d/89c37d954f7d2d5b82254216b3857d.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f32/395/f32395379869bf7fdd81524797355632.jpg,Cross-country skiing,0.664
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d26/7a2/d267a2dadbef55d9d37f198ebb178e.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c15/1ae/c151ae43744baa1acf8a057e0bf1c47.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d2a/466/d2a466572784abec73b31e105954b7b4.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/bc4/04e/bc404e33a9b92574423a41c8926c6ce5.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1c3/a1f/1c3a1f966289be169f1f98c74d703851.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4cd/a37/4cda378525777665cf39caa9fe2d3f4.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/526/89e/52689ef1722d389dc77b66e24f608fbb.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/52e/ef0/52eef0e38e547cfb1cbbcbd3fa7bf62.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/715/b94/715b94ac2869be39175c8a4e7fea3942.jpg,Formula racing,0.6846
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/614/cff/614cffa449319316595771f7e486dff.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6ba/8a9/6ba8a925d7c35d29b8452d79a222481e.jpg,Cross-country skiing,0.6654
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/34e/3b8/34e3b8462a81a51755930f852d09a34.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/edc/be6/edcbe6cc9dffb7f8a69953bb8acd8053.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ed6/2c3/ed62c3c4ee225544f4f1eb79a81826e.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/41c/6a2/41c6a23c4f9ec5dd9a62c1f9272bf614.jpg,Beach volleyball,0.6714
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ded/e2d/dede2d8be91ad3d6285867846eff74d.jpg,Cross-country skiing,0.6717
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eba/acd/ebaacd6a459e3ef926fba0b543baddbd.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d67/bbe/d67bbe4d28c7776c843273125b3e8160.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f45/e68/f45e68cecc723ba9315830bfc21cfbe.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f02/9f3/f029f3f9b899ea92d4d99f6af6f5f.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/68d/422/68d422c46dcb37fd7c0c2c018f25de1.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/80d/488/80d488580a93681b9221d44e3a17aa.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/11e/a9a/11ea9a5d28cb3a3238196b34fc27b2.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a5e/129/a5e129d13cb417d95262d2be723d72c.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/136/86f/13686fb13e35b259ef7acf329a931dc0.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/78d/846/78d8469ddc4bfef9fa82232b2ab0d85e.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fb8/efa/fb8efa7eba6c58a2edab25bcf04b7054.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4fb/58f/4fb58fbdbf811ec7c41f4bda8dc1d51.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/41c/4eb/41c4ebd4589548a533766351301e9668.jpg,Cross-country skiing,0.6719
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/363/b64/363b6466a8b15db6e8ebd616435ab1.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/734/b5e/734b5e0de4e6b86acc5d776d7504635.jpg,Beach volleyball,0.6624
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8ed/096/8ed096627cfdfaf2b3b293fb91f8da0.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/11e/bf0/11ebf08fe273406fd67e3c46ceb275cd.jpg,Cross-country skiing,0.6652
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a11/3b7/a113b737a4379dd92fa69b01e2d126b.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ed8/c74/ed8c7472a0d9b41751611bc174604fe9.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ea4/041/ea404124373365764ea82ca8d6f7f09a.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4e2/1d4/4e21d43c8393dfa5798e4616f1262178.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/64c/a90/64ca90721112c15d92a79b78d9b8a0dd.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/5be/919/5be9193461fc41e4a77465fbf573fcd.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a7f/739/a7f7396be1e661691039916a1a767e7c.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/baf/241/baf2412e1e33cff3d1c9bf9cb16854.jpg,Beach volleyball,0.6708
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fbb/639/fbb639b8d9d7b6e5fe05377d69629f3.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cbe/5f3/cbe5f3de9284ad384b888c7e49a1f85.jpg,Cross-country skiing,0.6744
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d8d/642/d8d6424ce99f98a1c29b1ce34f3b9659.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/61d/24b/61d24be2ad158a8b9b0621799c2c09e.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ad1/4f1/ad14f170aeea5ca4c74569ab15ec88.jpg,Beach volleyball,0.6571
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/9b7/539/9b75390a0b9a330a1cb5769b0c16f7c.jpg,Cross-country skiing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b89/4b9/b894b9c4e02417a514556b51610d99f.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1d9/0c8/1d90c871446946714373ccf2daa55f6.jpg,Formula racing,0.6682
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/247/682/247682f7e29178ca843b93e6e3ea5ab5.jpg,Beach volleyball,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/676/1a6/6761a6f9c9bdb4e243c28fea6c1f224.jpg,Formula racing,0.6891
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6ca/940/6ca9403f303afee0a08969d993128.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/9fb/416/9fb416e6afb962cef4745ae194a2e.jpg,Formula racing,1.0
